SalePrice,OverallQual,GrLivArea,GarageCars,TotalBsmtSF,YearBuilt,Neighborhood,LotArea,KitchenQual
230000,8,1517,2,792,1929,6,11435,1
178000,6,1868,2,585,1984,16,12090,0
186500,7,1553,2,756,2005,20,8125,1
169900,6,1034,3,1012,1976,11,12328,0
129500,6,2058,2,735,1917,17,9600,0
119000,5,988,1,876,1950,12,7200,0
244000,7,2110,2,2110,1968,12,11160,2
171750,7,1405,2,1405,2003,15,3136,1
130000,5,874,1,864,1968,11,9858,0
294000,7,2167,2,1192,1974,24,17542,1
165400,7,1656,2,746,2003,7,6931,1
127500,6,1367,1,884,1931,3,6240,0
301500,8,1987,2,1986,1994,13,14303,1
99900,5,864,0,864,1922,7,4060,0
190000,7,1166,2,856,2005,8,9587,1
151000,6,1054,2,1054,1969,12,9750,0
181000,6,1675,2,841,1999,8,24682,0
128900,5,1050,1,1050,1956,12,9600,0
161500,4,1788,1,1104,1957,4,11250,0
180500,6,1824,2,764,1919,3,13515,0
181000,6,1337,2,1405,1998,12,4060,1
183900,7,1452,2,691,1999,20,3735,1
122000,7,1889,1,925,1910,17,10120,0
378500,9,2018,3,2002,2008,23,13214,2
381000,8,3447,3,728,1935,6,14100,1
144000,5,1524,1,874,1958,12,11344,0
260000,7,1524,2,1332,1979,4,23595,1
185750,6,1489,2,1489,1968,16,9156,1
137000,5,935,1,935,1965,18,13526,0
177000,6,1357,1,1019,1959,7,11512,2
139000,5,1250,2,661,1910,6,5362,0
137000,5,1920,2,928,1948,12,11345,0
162000,6,1395,2,723,1972,16,12936,0
197900,6,1724,2,1680,1967,16,17871,0
237000,8,2031,2,1128,2002,5,9473,1
68400,4,1128,2,698,1920,9,7500,0
227000,7,1573,2,1573,2002,5,9808,1
180000,7,1339,2,1309,1990,23,8049,0
150500,5,1040,2,1040,1977,5,8800,1
139000,6,1824,0,912,1971,11,9400,0
169000,6,2447,1,804,1919,22,9638,1
132500,6,1412,1,780,1939,3,6000,0
143000,6,1328,2,1328,1963,16,9790,0
190000,5,1582,2,1624,1964,4,36500,0
278000,8,1659,2,1501,2000,21,5664,2
281000,8,1970,3,1085,2006,15,11065,2
180500,5,1152,2,1152,1964,12,14112,0
119500,5,1302,1,630,1972,2,1680,0
107500,5,2372,1,994,1892,17,6600,0
162900,7,1664,2,832,1976,16,10140,0
115000,5,864,2,864,1955,7,8172,0
138500,5,1052,1,1052,1968,12,8400,0
155000,5,1128,2,1120,1963,12,8700,0
140000,6,1072,2,547,2005,7,3675,0
160000,10,5642,2,6110,2008,7,63887,2
154000,5,1246,1,1246,1959,12,7500,1
225000,7,1983,2,978,1999,8,10762,1
177500,6,1494,1,771,1942,6,7500,1
290000,8,2526,3,1165,1994,13,10120,1
232000,7,1616,3,1616,2005,20,8688,1
130000,7,1708,2,976,2004,7,3363,1
325000,9,1652,2,1652,2006,15,13173,2
202500,7,1368,2,1368,2005,15,6955,1
138000,5,990,2,990,1994,5,8072,0
147000,5,1122,2,924,1948,17,12000,1
179200,6,1294,2,1278,1991,19,7153,1
335000,7,1902,2,1902,1959,6,17500,2
203000,7,1274,2,1274,2005,5,8814,1
302000,8,2810,2,1453,1990,13,9572,1
333168,9,2599,3,1393,1999,13,14774,1
119000,4,948,1,948,1954,7,8190,0
206900,6,2112,2,952,1969,12,11075,0
295493,8,1630,3,1622,2008,5,10226,2
208900,7,1352,2,1352,2006,20,4230,1
275000,8,1787,3,1753,2001,5,14781,1
111000,4,948,1,864,1954,7,10215,0
156500,6,1478,2,1478,1957,12,8400,0
72500,3,720,1,0,1949,3,6627,0
190000,7,1923,2,750,1992,13,10186,1
82500,4,708,0,420,1940,3,5330,3
147000,8,1795,3,1795,2006,20,9986,1
55000,4,796,0,796,1922,9,3636,0
79000,3,774,0,544,1931,7,4270,1
130500,5,816,1,816,1982,11,6600,1
256000,6,2792,2,1510,1920,17,10440,0
176500,7,1632,2,935,1998,8,9084,0
227000,8,1588,3,1588,2006,20,10000,1
132500,5,954,2,911,1976,5,10780,0
100000,4,816,1,816,1938,7,8877,0
125500,5,1360,1,803,1938,9,7200,1
125000,5,1365,2,765,1970,2,2368,0
167900,6,1334,2,1350,1977,16,9650,0
135000,5,1656,2,1656,1973,16,9246,0
52500,4,693,0,693,1941,17,4118,3
200000,7,1861,2,916,2002,5,13450,1
128500,5,864,1,864,1972,5,9560,0
123000,4,872,4,858,1971,12,8294,0
155000,6,1114,2,1114,2003,19,13695,1
228500,8,2169,2,1284,2002,5,9375,1
177000,6,1913,2,896,1928,6,7558,0
155835,7,1456,2,728,2006,5,11103,1
108500,4,960,1,960,1920,17,6000,3
262500,7,2156,2,1568,1968,16,20781,0
283463,8,1776,3,1732,2006,23,15306,1
215000,7,1494,2,1482,1998,19,16196,1
122000,8,2358,0,684,1872,17,5250,0
200000,5,2634,4,1248,1969,12,11643,0
171000,6,1716,2,858,1962,12,9247,0
134900,6,1176,2,698,1937,3,6000,0
410000,8,3238,3,2033,1995,13,14720,1
235000,7,1865,3,992,2000,5,10316,1
170000,7,1920,2,570,1968,16,10192,1
110000,5,892,1,864,1966,12,9477,0
149900,5,1078,2,1078,1971,12,12537,0
177500,6,1573,2,756,2000,20,2117,1
315000,9,1980,3,1980,2004,15,16737,2
189000,5,2601,2,612,1921,22,9842,0
260000,7,1530,2,1530,2005,21,16158,1
104900,4,1738,1,715,1920,12,12513,0
156932,6,1412,2,616,2006,8,8499,1
144152,7,1200,2,600,2005,20,3180,1
216000,7,1674,2,814,2000,20,7500,1
193000,7,1790,2,873,1999,5,9179,1
127000,5,1475,1,757,1977,10,2665,0
144000,6,848,2,848,2003,5,4435,1
232000,8,1668,2,1657,2003,5,10635,1
105000,4,1374,1,840,1920,17,5400,0
165500,6,1661,1,992,1955,12,9600,1
274300,7,2097,2,1108,1998,5,9750,1
466500,10,2633,3,2633,2001,13,11400,2
250000,7,1958,3,1026,2005,20,10625,1
239000,8,1571,3,1571,2007,23,10991,1
91000,6,790,1,768,1930,22,6292,0
117000,5,1604,2,984,1941,7,10998,0
83000,6,987,1,483,1973,2,1953,0
167500,5,1394,2,384,2006,23,9735,1
58500,3,864,1,864,1914,7,8212,0
237500,6,2117,2,1205,1970,12,12925,0
157000,7,1762,2,596,1920,17,7200,1
112000,5,1416,2,816,1918,18,25339,1
105000,6,1258,1,560,1939,7,9060,0
125500,4,1154,1,796,1922,9,5436,1
250000,7,2784,2,1392,1978,16,16692,1
136000,6,2526,1,714,1916,17,8520,1
377500,9,1746,3,1746,2006,8,14892,2
131000,6,1218,2,735,1941,3,6000,0
235000,7,1525,2,1525,2000,5,9100,1
124000,5,1584,3,1584,1967,12,8944,0
123000,5,900,1,864,1967,12,7838,0
163000,6,1912,2,482,1905,17,10800,0
246578,7,1500,3,1356,2006,0,4045,1
281213,8,2482,3,1094,2005,23,12665,1
160000,5,1687,2,747,1948,23,57200,0
137500,5,1513,1,939,1920,3,6120,0
138000,5,1904,1,1208,1950,12,7200,0
137450,6,1608,1,976,1925,22,6171,1
120000,6,1158,1,862,1929,3,6000,0
193000,6,1593,2,839,2004,8,7415,0
193879,7,1294,2,1286,2006,5,6762,1
282922,8,1464,3,1485,2007,20,15256,1
105000,3,1214,3,672,1915,17,10410,0
275000,8,1646,2,1594,2004,6,3842,1
133000,5,768,2,768,1972,5,8445,0
112000,5,833,0,833,1985,11,8780,0
125500,4,1363,2,622,1910,17,7740,0
215000,7,2093,2,791,1986,16,20544,0
230000,7,1840,2,944,2001,5,12420,1
140000,6,1668,1,856,1950,12,9600,0
90000,4,1040,2,0,1949,12,7200,0
257000,8,1844,2,1844,2005,19,10994,1
207000,6,1848,2,833,1923,3,13053,1
175900,7,1569,3,1386,2007,0,3635,1
122500,4,2290,2,777,1885,17,11340,0
340000,8,2450,3,1284,1998,13,16545,1
124000,5,1144,1,1144,1963,12,9204,0
223000,6,1844,2,1844,1969,6,16381,1
179900,6,1416,2,708,1968,16,11700,0
127500,6,1069,2,1069,1977,14,4043,0
136500,6,848,2,848,2003,5,4435,1
274970,6,2201,2,697,1966,7,19690,1
144000,5,1344,1,1024,1958,12,9503,0
142000,6,1252,2,1252,1959,12,10721,1
271000,7,2127,2,1223,1994,13,10944,1
140000,5,1558,1,913,1945,12,10930,0
119000,5,804,1,788,1940,17,7200,1
182900,6,1440,2,1440,1981,16,12546,1
192140,5,1838,2,732,2005,8,21930,0
143750,6,958,2,958,1976,14,4928,0
64500,4,968,1,656,1927,17,10800,0
186500,6,1792,2,936,2000,8,10261,0
160000,5,1126,2,1126,1977,11,17400,0
174000,6,1537,2,1319,1962,12,8400,1
120500,4,864,2,864,1971,12,9000,0
394617,8,1932,3,1932,2008,15,12444,2
149700,6,1236,2,912,1957,17,7407,0
197000,7,1725,2,539,1979,16,11584,0
191000,6,2555,2,588,1922,6,11526,0
149300,6,848,2,848,2004,5,4426,1
310000,10,2007,3,1017,2008,20,11003,2
121000,6,952,1,952,1916,3,8854,3
179600,7,1422,2,1422,2004,5,8500,1
129000,6,913,1,814,1966,18,8400,0
157900,5,1188,1,1188,1962,11,26142,0
240000,8,2090,2,1220,1995,5,10000,1
112000,4,1346,1,560,1910,7,11767,0
92000,5,630,0,630,1970,10,1533,2
136000,5,1792,0,896,1974,12,9000,0
287090,8,1578,3,1573,2008,20,9262,2
145000,5,1072,2,547,2005,7,3675,0
84500,5,1140,0,1140,2006,11,17217,0
185000,7,1221,2,1221,2004,20,7500,1
175000,6,1647,2,953,1999,8,7917,0
210000,6,2073,2,1542,1978,16,13175,0
266500,7,2340,1,1152,1941,6,9042,1
142125,5,1078,1,1078,1950,12,9717,1
147500,5,1256,1,1256,1965,7,9937,0
